repository,total_files,total_folders,lines,python,html,css,javascript,java,cpp,dependency_count,readme_score,functions,complexity,language_count,tech_stack_count,has_readme,has_license,has_gitignore,stars,forks,watchers,open_issues,language,size,created_days,updated_days,health_score,health_grade,complexity_supported,functions_supported
mattya/chainer-DCGAN,9,0,208609,2,0,0,0,0,0,1,10,4,1.75,2,2,True,True,False,931,180,931,7,Python,129805,3910.95,16.14,66.0,Moderate,True,True
ImprintLab/Medical-SAM2,68,18,182671,36,1,5,6,0,0,3,80,620,4.07,8,4,True,True,True,931,139,931,51,Python,24153,761.2,1.86,84.0,Good,True,True
mateosss/matter,46,6,9326,3,0,0,0,0,0,0,80,44,2.7,2,1,True,True,True,931,53,931,20,Python,1168,2531.45,6.63,79.0,Good,True,True
ninja-ide/ninja-ide,370,61,86716,234,0,0,0,0,0,1,55,3075,2.52,7,2,True,False,True,931,245,931,196,Python,13340,5422.76,2.16,73.25,Good,True,True
MAC-VO/MAC-VO,257,64,571858,129,0,0,0,0,0,22,80,1131,2.46,6,4,True,True,True,931,62,931,4,Python,45409,705.4,9.51,80.5,Good,True,True
unoconv/unoserver,26,6,4121,10,0,0,0,0,0,0,80,62,4.73,4,1,True,True,True,931,107,931,10,Python,333,1906.95,4.51,76.0,Good,True,True
henryalps/OpenManus,66,19,2201,42,0,0,4,0,0,19,90,70,1.77,8,4,True,True,True,932,223,932,9,Python,72,541.95,0.1,85.5,Excellent,True,True
Mukosame/Zooming-Slow-Mo-CVPR-2020,68,19,603136,29,0,0,0,0,2,9,90,186,3.47,8,3,True,True,True,931,163,931,19,Python,64781,2378.22,15.93,85.0,Excellent,True,True
THUDM/AutoWebGLM,154,47,136800,82,3,0,6,0,0,1,60,438,4.25,9,4,True,True,True,930,81,930,14,Python,13848,879.13,11.52,80.5,Good,True,True
denyspoltorak/metapatterns,1941,39,3044732,1,0,0,0,0,0,0,40,6,2.83,2,1,True,True,False,931,70,931,0,Python,1127051,1274.97,0.04,63.0,Moderate,True,True
piskvorky/bounter,55,8,6473,25,0,0,0,0,0,0,35,225,1.44,8,1,True,True,True,930,46,930,19,Python,452,3330.09,32.58,71.25,Good,True,True
philtabor/Youtube-Code-Repository,163,34,257048,132,0,0,0,0,0,2,55,696,1.8,3,3,True,False,False,930,490,930,46,Python,44138,2943.38,26.24,62.75,Moderate,True,True
MachineLP/TextMatch,112,38,546354,87,0,0,0,0,0,16,60,243,2.58,4,3,True,False,False,930,205,930,5,Python,13731,3105.1,32.79,60.0,Moderate,True,True
mifth/mifthtools,165,45,65172,85,0,0,0,0,0,0,10,725,8.78,2,1,True,True,True,930,128,930,7,Python,9015,4273.52,7.74,56.0,Moderate,True,True
booknlp/booknlp,44,9,603247,24,1,0,0,0,0,1,70,140,9.21,5,2,True,True,False,930,118,930,27,Python,7748,1742.21,4.07,63.5,Moderate,True,True
asaotomo/ZipCracker,16,1,12529,3,0,0,0,0,0,0,45,162,5.86,3,1,True,False,False,931,116,931,11,Python,341,1127.68,0.27,46.75,Needs Improvement,True,True
ShutdownRepo/pywhisker,21,4,17908,3,0,0,0,0,0,9,65,30,7.6,5,1,True,True,True,930,108,930,3,Python,2187,1865.59,3.25,77.75,Good,True,True
Telefonica/HomePWN,208,33,207193,186,0,0,0,0,0,2,90,1881,2.8,4,1,True,False,True,930,144,930,5,Python,21059,2580.01,2.13,78.5,Good,True,True
conan-io/cmake-conan,43,31,2217,8,0,0,0,0,4,0,80,113,3.22,6,1,True,True,True,930,264,930,225,Python,443,3770.91,10.59,75.5,Good,True,True
nghuyong/ERNIE-Pytorch,7,0,569,4,0,0,0,0,0,5,70,8,5.5,3,2,True,True,False,929,122,929,7,Python,60,2666.13,34.05,67.5,Moderate,True,True
rasa/scoop-directory,41,11,606196,1,1,0,0,0,0,9,65,26,6.77,8,1,True,True,True,929,79,929,21,Python,3866427,2970.3,0.75,77.75,Good,True,True
alpacahq/alpaca-mcp-server,47,14,7843,16,0,0,0,0,0,5,90,179,3.39,8,2,True,True,True,929,291,929,26,Python,1273,452.68,0.47,85.5,Excellent,True,True
dirkjanm/PKINITtools,9,1,1128,4,0,0,0,0,0,2,70,22,4.23,3,1,True,True,True,929,110,929,6,Python,48,1859.6,1.94,82.5,Good,True,True
JiahuiYu/slimmable_networks,31,3,4010,18,0,0,0,0,0,1,70,168,4.47,3,2,True,True,True,929,135,929,13,Python,329,2839.24,15.6,82.0,Good,True,True
allenai/molmo,74,9,35802,66,0,0,0,0,0,2,80,1053,4.52,3,2,True,True,True,929,96,929,34,Python,1571,632.66,2.69,84.0,Good,True,True
julianschill/klipper-led_effect,25,10,9935,7,0,0,0,0,0,0,70,146,2.37,6,2,True,True,True,929,150,929,34,Python,289,1750.76,3.75,77.5,Good,True,True
pytorch/helion,673,73,482365,583,1,0,1,0,0,2,90,14734,4.19,12,5,True,True,True,930,171,930,304,Python,34740,494.66,0.06,85.5,Excellent,True,True
AlexanderWillner/runMacOSinVirtualBox,18,3,69180,1,0,0,0,0,0,0,65,33,7.3,5,1,True,True,True,929,129,929,18,Python,12687,2998.68,22.53,69.25,Moderate,True,True
xpirt/sdat2img,4,1,217,1,0,0,0,0,0,0,60,1,17.0,3,1,True,True,False,929,380,929,11,Python,28,4266.76,7.1,47.5,Needs Improvement,True,True
SecretiveShell/MCP-Bridge,76,18,5117,49,0,0,0,0,0,0,90,121,2.73,8,2,True,True,True,929,118,929,36,Python,537,637.59,9.81,80.0,Good,True,True
facebookresearch/spiritlm,54,20,14132,34,0,0,0,0,0,11,70,363,3.71,5,2,True,True,True,929,63,929,12,Python,3734,722.8,32.27,78.5,Good,True,True
cp9no1/PrinterService,6,1,1571,1,1,1,1,0,0,0,20,131,6.83,5,2,True,False,False,929,75,929,11,Python,40855,346.18,17.9,42.5,Needs Improvement,True,True
aio-libs/aiojobs,46,8,5205,10,0,0,0,0,0,0,70,111,3.59,6,1,True,True,True,929,68,929,17,Python,768,3347.86,6.98,74.5,Good,True,True
krafton-ai/KIRA,664,164,271542,229,4,4,20,0,0,9,80,1903,5.06,12,3,True,True,True,929,108,929,7,Python,18074,270.17,5.0,80.0,Good,True,True
wileewang/TransPixeler,20,2,6314,13,0,0,0,0,0,15,80,98,4.78,4,3,True,False,False,928,70,928,21,Python,373,614.12,8.94,60.5,Moderate,True,True
seanliang/ConvertToUTF8,73,2,8885,38,0,0,0,0,0,0,60,209,3.26,4,1,True,True,True,928,182,928,15,Python,364,5188.97,35.71,72.0,Good,True,True
radiac/nanodjango,99,19,12188,52,2,0,0,0,0,10,80,395,3.14,7,2,True,False,True,928,50,928,30,Python,310,1374.26,12.04,73.5,Good,True,True
OCA/server-tools,1833,513,333272,474,56,3,4,0,0,12,90,1484,2.93,11,3,True,True,True,928,1693,928,291,Python,143450,4457.61,2.54,85.5,Excellent,True,True
microsoft/SoftTeacher,66,20,9399,52,0,0,0,0,0,6,70,249,4.15,6,2,True,True,True,928,123,928,109,Python,574,1849.87,24.31,82.0,Good,True,True
liuhuanyong/PersonRelationKnowledgeGraph,36,5,159601,13,0,0,0,0,0,0,40,73,3.12,4,1,True,False,False,928,262,928,11,Python,1776,2832.04,2.93,50.0,Needs Improvement,True,True
srusskih/SublimeJEDI,1845,262,127708,154,0,0,0,0,0,1,80,2730,3.25,8,3,True,True,True,928,107,928,35,Python,2708,5066.05,11.04,83.5,Good,True,True
Andrew6rant/Andrew6rant,8,3,820,1,0,0,0,0,0,0,10,22,2.64,4,1,True,False,False,928,418,928,8,Python,2165,1846.44,1.15,48.5,Needs Improvement,True,True
jackwener/boss-cli,28,5,8021,20,0,0,0,0,0,0,90,294,3.58,4,1,True,False,True,928,115,928,25,Python,225,169.55,0.78,67.5,Moderate,True,True
ahmetozlu/vehicle_counting_tensorflow,126,18,766699,15,0,0,0,0,0,7,90,33,4.18,5,4,True,True,True,928,362,928,35,Python,249519,3139.11,0.9,85.5,Excellent,True,True
scottrogowski/mongita,38,7,6975,22,0,0,0,0,0,0,75,297,4.55,5,1,True,True,True,928,27,928,18,Python,625,1975.5,7.0,75.25,Good,True,True
tanghaibao/jcvi,333,47,763609,207,0,0,0,0,0,3,80,2975,4.84,8,3,True,True,True,928,200,928,41,Python,24059,5750.43,0.78,84.0,Good,True,True
mothran/bunny,20,2,2632,12,0,0,0,0,0,0,60,2,1.0,3,1,True,False,True,928,41,928,6,Python,360,4874.62,49.73,65.0,Moderate,True,True
notAperson535/OneClick-macOS-Simple-KVM,25,6,221238,1,0,0,0,0,0,0,25,14,5.5,3,1,True,True,True,928,84,928,20,Python,101666,1723.56,8.94,63.25,Moderate,True,True
streamlit/llm-examples,16,4,639,7,0,0,0,0,0,8,60,5,2.6,6,1,True,True,True,928,1716,928,26,Python,1632,1193.52,2.36,84.0,Good,True,True
VAST-AI-Research/TriplaneGaussian,71,13,12118,36,0,0,0,0,5,13,70,387,2.87,7,3,True,True,True,927,70,927,23,Python,480,956.93,15.88,82.0,Good,True,True
bspaans/python-mingus,153,19,28749,70,0,0,0,0,0,1,25,925,2.27,5,2,True,True,True,927,169,927,65,Python,11784,4274.48,37.3,77.75,Good,True,True
skorokithakis/django-annoying,29,3,1177,15,0,0,0,0,0,3,70,58,1.78,5,1,True,False,True,927,83,927,8,Python,196,4966.95,0.86,75.5,Good,True,True
vprusso/youtube_tutorials,253,70,21439,154,0,0,0,0,0,3,80,825,2.73,8,3,True,True,True,927,940,927,2,Python,978,3406.29,0.9,87.0,Excellent,True,True
Murzchnvok/polybar-collection,48,9,16484,1,0,0,0,0,0,0,60,2,1.5,4,1,True,False,False,927,46,927,0,Python,43913,2218.42,0.51,56.0,Moderate,True,True
killiansheriff/LovelyPlots,56,18,26186,5,0,0,0,0,0,2,60,6,1.33,5,3,True,False,True,927,41,927,0,Python,606,1496.82,3.58,74.0,Good,True,True
ShadowHackrs/Gmail-infinity,49,5,11585,31,0,0,3,0,0,20,90,219,6.73,5,3,True,False,True,931,201,931,9,Python,718,150.71,0.01,68.5,Moderate,True,True
liuhuanyong/EventTriplesExtraction,6,0,878,4,0,0,0,0,0,0,30,49,5.04,2,1,True,False,True,927,215,927,17,Python,38,2937.29,34.29,53.5,Needs Improvement,True,True
eastmountyxz/SystemSecurity-ReverseAnalysis,199,41,2337676,35,0,0,0,0,9,3,20,282,2.91,6,3,True,False,False,926,198,926,2,Python,279486,2088.81,2.11,58.0,Moderate,True,True
nathanrs/tiny-diffusion,9,0,2285,3,0,0,0,0,0,1,70,47,2.21,3,2,True,True,True,926,90,926,0,Python,523,312.58,9.36,85.0,Excellent,True,True
jazzband/django-newsletter,213,72,26528,55,35,0,2,0,0,0,75,474,1.96,11,3,True,True,True,926,207,926,35,Python,5000,6283.99,0.86,78.25,Good,True,True
ForgeCAD/forgecad-public-kit,128,32,19727,3,0,0,84,0,0,0,80,127,3.92,5,2,True,True,False,926,103,926,6,Python,8895,202.68,1.13,66.0,Moderate,True,True
RareDevs/Rare,394,72,153864,234,0,0,0,0,0,0,90,2178,2.83,7,2,True,True,True,926,42,926,39,Python,30062,2122.68,0.92,80.5,Good,True,True
chiefonboarding/ChiefOnboarding,833,111,130610,488,202,5,10,0,0,1,50,3426,5.88,13,5,True,False,True,926,161,926,70,Python,14239,2238.78,3.39,65.5,Moderate,True,True
bennyguo/instant-nsr-pl,41,6,5284,29,0,0,0,0,0,13,70,311,2.95,4,3,True,True,True,926,92,926,74,Python,115,1398.67,4.11,82.5,Good,True,True
NorskRegnesentral/skweak,66,16,280004,31,0,0,0,0,0,2,80,398,6.07,7,2,True,False,True,926,77,926,7,Python,29365,1993.34,13.96,69.5,Moderate,True,True
XTraceAI/xtrace-sdk,113,30,34884,71,1,1,0,0,0,1,80,505,3.76,8,2,True,True,True,926,241,926,0,Python,2827,168.49,1.13,84.0,Good,True,True
hzy46/Char-RNN-TensorFlow,11,1,489603,4,0,0,0,0,0,1,45,21,2.43,3,2,True,False,True,926,421,926,13,Python,4884,3318.3,32.79,70.75,Good,True,True
RecursiveMAS/RecursiveMAS,43,8,47175,29,0,0,0,0,0,16,80,392,6.32,4,1,True,True,True,927,115,927,6,Python,22997,124.96,0.02,77.0,Good,True,True
Lux-Luna/LunaVox,222,39,84559,128,0,0,0,0,13,1,80,1531,3.48,9,5,True,True,True,926,43,926,0,Python,105879,339.36,3.23,84.0,Good,True,True
scikit-rf/scikit-rf,790,96,823685,105,2,1,0,0,0,3,70,2632,2.52,10,3,True,False,True,927,349,927,53,Python,105758,5336.8,0.26,75.5,Good,True,True
tingaicompass/AI-Compass,332,165,354151,10,0,0,0,0,0,0,55,49,4.22,5,1,True,False,True,926,124,926,1,Python,26558,460.28,0.75,62.25,Moderate,True,True
deepdrive/deepdrive,224,53,106364,148,1,0,0,0,0,31,70,1082,2.71,11,4,True,False,True,926,149,926,40,Python,4412,3203.68,32.96,68.5,Moderate,True,True
jitsi/jiwer,31,6,4170,17,0,0,0,0,0,0,70,180,2.33,5,1,True,True,True,926,108,926,20,Python,1016,2994.38,1.84,77.5,Good,True,True
ozgur/python-linkedin,17,2,1540,10,0,0,0,0,0,3,80,73,2.51,4,1,True,True,True,926,387,926,62,Python,732,5217.95,15.62,86.5,Excellent,True,True
instagrambot/instagram-terminal-news-feed,11,2,24080,5,0,0,0,0,0,2,60,23,4.83,3,1,True,True,True,926,77,926,15,Python,2691,3091.31,6.59,81.0,Good,True,True
WeOpenML/PandaLM,31,7,40750,14,0,0,0,0,0,18,90,61,2.49,6,1,True,True,False,925,64,925,18,Python,2869,1218.32,3.84,75.5,Good,True,True
wlcrs/huawei_solar,64,6,38478,13,0,0,0,0,0,0,70,169,3.73,4,1,True,True,True,925,135,925,5,Python,1666,1774.77,1.94,74.5,Good,True,True
pedramamini/ThreatIngestor,140,15,21161,57,1,1,0,0,0,12,90,357,2.44,10,3,True,True,True,925,135,925,15,Python,1738,3285.62,0.71,85.5,Excellent,True,True
NVlabs/FasterViT,259,48,48483,186,0,0,0,0,4,9,90,1568,4.24,9,4,True,True,True,925,72,925,4,Python,1276,1198.47,5.26,85.5,Excellent,True,True
ashawkey/RAD-NeRF,67,14,11119,45,0,0,0,0,4,26,70,313,3.49,6,3,True,True,True,925,153,925,76,Python,127,1376.29,4.12,76.5,Good,True,True
feifeibear/LLMSpeculativeSampling,14,2,4974,9,0,0,0,0,0,7,55,32,3.09,3,2,True,False,True,925,95,925,9,Python,865,1110.34,4.87,70.25,Good,True,True
Hyundai-Kia-Connect/kia_uvo,70,13,16692,28,0,0,0,0,0,0,70,271,2.81,7,2,True,True,True,925,196,925,28,Python,1790,1968.57,0.55,77.5,Good,True,True
facebookresearch/sapiens2,331,106,964030,169,0,0,0,0,0,2,90,951,3.74,5,3,True,False,True,926,63,926,5,Python,135643,181.41,0.27,75.5,Good,True,True
spiside/pdb-tutorial,14,3,1032,10,0,0,0,0,0,0,80,28,2.36,3,1,True,False,True,924,115,924,4,Python,39,3825.6,1.14,69.0,Moderate,True,True
carpedm20/BEGAN-tensorflow,70,1,139626,9,0,0,0,0,0,1,50,66,2.73,2,2,True,True,True,924,230,924,34,Python,24067,3433.81,50.45,81.5,Good,True,True
wafinfo/Sunflower_get_Password,7,0,12707,2,0,0,0,0,0,0,25,18,1.44,2,1,True,False,False,924,142,924,9,Python,977,1997.82,40.63,49.75,Needs Improvement,True,True
charlax/python-education,31,9,43412,9,0,0,0,0,0,0,80,19,1.53,3,1,True,True,True,924,113,924,1,Python,4347,4077.62,19.15,78.5,Good,True,True
jeertmans/manim-slides,147,25,35344,47,4,0,0,0,0,1,80,421,2.62,11,3,True,False,True,925,108,925,57,Python,7004,1510.12,0.07,77.0,Good,True,True
django/django-localflavor,624,235,598648,403,0,0,0,0,0,0,70,1605,2.02,7,1,True,True,True,924,304,924,19,Python,13350,4845.97,2.98,77.5,Good,True,True
guillaumegenthial/tf_ner,57,10,4471,34,0,0,0,0,0,3,70,74,3.38,4,2,True,True,False,924,271,924,37,Python,147,2904.41,52.73,71.5,Good,True,True
LyzenX/DouyinLiveRecorder,40,5,15172,29,0,0,1,0,0,7,45,600,2.83,5,4,True,False,True,924,135,924,52,Python,236,1320.05,2.08,71.75,Good,True,True
s0md3v/Blazy,14,2,362,10,0,0,0,0,0,0,25,15,5.73,4,1,True,False,False,924,250,924,1,Python,35,3253.14,16.83,43.25,Needs Improvement,True,True
mouredev/portafolio-template,36,6,21978,17,0,0,0,0,0,1,45,25,2.0,5,1,True,True,True,924,134,924,4,Python,2649,921.06,1.54,81.75,Good,True,True
platomav/MCExtractor,5,0,16551,1,0,0,0,0,0,0,80,73,3.14,3,1,True,True,False,924,123,924,5,Python,3246,3661.63,3.55,66.0,Moderate,True,True
hzy46/fast-neural-style-tensorflow,80,5,49278,41,0,0,0,0,0,1,35,246,2.02,3,2,True,False,True,924,357,924,35,Python,5509,3545.27,46.13,69.25,Moderate,True,True
baijum/selenium-python,19,2,2721,2,0,0,0,0,0,2,30,-,Not Supported,4,1,True,False,True,923,404,923,9,Python,273,5498.0,36.13,56.0,Moderate,False,False
tensorflow/compression,281,35,33841,74,0,0,0,0,0,5,70,918,2.03,9,3,True,True,True,923,258,923,10,Python,1497,3028.42,7.75,85.0,Excellent,True,True
mtianyan/django-react-tyadmin,1334,171,161151,89,2,23,922,0,0,61,55,12418,3.87,11,4,True,True,True,923,196,923,28,Python,43139,2150.7,1.76,70.25,Good,True,True
manzt/anywidget,188,44,95385,17,0,1,12,0,0,36,90,304,2.66,10,3,True,True,True,923,69,923,17,Python,14083,1404.41,0.84,82.5,Good,True,True
hungpham2511/toppra,202,46,24385,82,0,0,0,0,31,3,55,315,3.29,12,5,True,True,True,923,210,923,37,Python,12202,3329.33,2.2,80.25,Good,True,True
kinghacker0/WhatsApp-OSINT,12,2,12388,1,0,0,0,0,0,3,80,13,7.54,4,1,True,False,False,924,179,924,19,Python,1459,317.98,0.13,60.0,Moderate,True,True
donalffons/opencascade.js,237,63,148590,18,3,14,21,0,0,50,45,160,7.24,13,4,True,True,True,923,138,923,77,Python,945805,2421.51,1.0,64.75,Moderate,True,True
foyoux/aligo,260,15,20931,236,0,0,0,0,0,6,60,518,2.03,5,1,True,True,True,923,165,923,51,Python,3292,1874.18,0.66,84.0,Good,True,True
RikkaApps/StorageRedirect-assets,2747,8,49627,3,0,0,0,0,0,0,10,16,5.19,3,1,True,False,True,923,134,923,1295,Python,3885,3111.21,0.35,51.5,Needs Improvement,True,True
oceanbase/powercontext,983,244,316984,481,26,4,12,0,0,23,80,7528,3.4,15,5,True,True,True,922,174,922,47,Python,32600,293.3,0.01,78.0,Good,True,True
moemen95/Pytorch-Project-Template,64,13,5103,47,0,0,0,0,0,14,90,204,2.13,5,2,True,True,True,922,186,922,5,Python,168,3092.56,28.17,85.0,Excellent,True,True
hhatto/nude.py,19,6,9487,4,0,0,0,0,0,0,50,18,4.83,6,1,True,True,True,922,125,922,9,Python,468,4830.12,3.08,71.5,Good,True,True
DepthFirstDisclosures/Nginx-Rift,19,5,1878,4,0,0,0,0,0,0,40,29,4.45,5,2,True,False,False,923,179,923,8,Python,25,109.45,0.28,50.0,Needs Improvement,True,True
coreylynch/pyFM,5,1,971,3,0,0,0,0,0,1,70,10,2.3,2,2,True,False,False,922,302,922,44,Python,1406,5005.65,12.73,65.0,Moderate,True,True
Vchitect/Vchitect-2.0,31,4,871976,10,0,0,0,0,0,13,80,261,5.38,3,2,True,True,False,922,22,922,5,Python,94139,719.9,40.88,66.0,Moderate,True,True
jianzongwu/DiffSensei,42,21,204245,25,0,0,0,0,0,12,80,242,4.49,4,2,True,False,True,922,99,922,33,Python,54451,635.21,11.34,70.5,Good,True,True
devine-dl/pywidevine,32,7,7525,12,0,0,0,0,0,0,80,83,5.52,5,1,True,True,True,921,173,921,13,Python,758,1501.85,2.58,72.0,Good,True,True
arpanghosh8453/fitbit-grafana,23,6,20032,1,0,0,0,0,0,6,70,36,9.75,7,2,True,True,True,921,81,921,12,Python,2194,1135.27,2.79,73.5,Good,True,True
InternRobotics/AnySplat,245,46,236320,180,0,0,0,0,1,36,70,1239,3.14,5,3,True,True,True,921,53,921,45,Python,25962,454.3,1.26,76.5,Good,True,True
theopolis/uefi-firmware-parser,71,17,22815,30,0,0,0,0,0,0,80,382,2.81,5,1,True,True,True,921,187,921,12,Python,740,4597.19,4.4,79.0,Good,True,True
AMAP-ML/FluxText,137,31,691922,71,0,0,0,0,0,198,80,557,4.02,6,4,True,False,True,921,32,921,33,Python,63553,436.24,5.13,57.0,Moderate,True,True
huggingface/torchMoji,59,16,362292,37,0,0,0,0,0,1,90,152,4.04,4,2,True,True,True,921,187,921,21,Python,2450,3256.93,28.69,85.0,Excellent,True,True
vxgmichel/aiostream,53,7,6156,34,0,0,0,0,0,0,70,242,2.73,4,1,True,True,True,921,43,921,20,Python,339,3677.72,11.51,77.0,Good,True,True
OYE93/Chinese-NLP-Corpus,18,6,3857235,1,0,0,0,0,0,0,30,-,Not Supported,3,1,True,False,True,921,212,921,3,Python,7483,2802.16,10.17,48.5,Needs Improvement,False,False
OHF-Voice/micro-wake-word,32,7,7102,20,0,0,0,0,0,1,65,134,4.03,4,2,True,True,True,921,121,921,34,Python,32258,964.65,1.54,81.75,Good,True,True
PrithivirajDamodaran/Parrot_Paraphraser,18,2,6311,5,0,0,0,0,0,7,80,18,3.89,3,2,True,True,False,921,154,921,20,Python,830,1952.13,3.41,74.0,Good,True,True
twri/sdxl_prompt_styler,10,1,8658,2,0,0,0,0,0,0,80,20,4.0,3,1,True,True,True,921,79,921,13,Python,3553,1134.76,9.94,75.5,Good,True,True
360CVGroup/FancyVideo,49,19,118052,19,0,0,0,0,0,24,90,278,5.08,4,2,True,False,False,920,51,920,17,Python,40720,745.08,0.0,55.5,Moderate,True,True
Theyka/Turnstile-Solver,13,3,1881,4,0,0,0,0,0,5,70,61,2.89,5,2,True,True,True,922,211,922,3,Python,149,677.72,0.22,85.5,Excellent,True,True
mpi4py/mpi4py,515,55,98874,199,1,0,0,0,0,1,55,2898,2.99,11,3,True,False,True,921,136,921,5,Python,9928,4741.8,0.69,73.25,Good,True,True
microsoft/maro,1033,283,610270,442,1,1,1,0,8,3,90,3199,2.65,16,6,True,True,True,921,160,921,24,Python,115083,2438.13,40.79,87.5,Excellent,True,True
lonePatient/Bert-Multi-Label-Text-Classification,86,28,11860,73,0,0,0,0,0,30,60,691,3.29,4,3,True,True,True,921,207,921,41,Python,191,2757.78,30.92,74.0,Good,True,True
pr0v3rbs/FirmAE,117,18,40796,57,0,0,0,0,0,17,60,275,5.28,8,2,True,False,True,920,150,920,49,Python,1529,2168.15,2.63,64.0,Moderate,True,True
edwardhdlu/q-trader,15,3,7442,5,0,0,0,0,0,1,45,9,2.56,2,2,True,False,False,920,341,920,22,Python,658,3284.49,4.2,61.75,Moderate,True,True
bl4de/security-tools,50,11,17115,22,0,0,3,0,1,0,10,59,3.92,8,2,True,False,True,920,182,920,2,Python,37006,4393.51,4.51,55.5,Moderate,True,True
candle-org/mindnlp,2113,514,1080687,1492,0,0,1,0,16,3,90,24643,2.53,11,5,True,True,True,920,271,920,72,Python,104324,1437.04,8.93,88.0,Excellent,True,True
Tencent-Hunyuan/UniRL,1027,207,438598,720,0,0,0,0,0,20,90,5430,4.17,6,3,True,True,True,921,64,921,70,Python,36530,82.9,0.28,82.5,Good,True,True
CaoZ/JD-Coin,32,5,6448,13,1,0,4,0,0,3,60,78,7.86,6,2,True,True,True,920,325,920,37,Python,276,3452.24,2.81,77.0,Good,True,True
nv-tlabs/nglod,119,27,14158,56,0,0,0,0,5,3,90,236,2.61,6,3,True,True,True,920,97,920,14,Python,82868,2063.38,16.2,88.0,Excellent,True,True
BYTEDz/PCLink,169,22,32891,87,25,1,18,0,0,0,90,930,5.81,8,2,True,True,True,920,58,920,1,Python,1743,401.85,0.59,73.5,Good,True,True
D-X-Y/landmark-detection,694,109,356862,247,0,0,0,0,2,1,30,1221,4.29,7,3,True,True,True,920,179,920,16,Python,22861,3094.12,46.38,75.5,Good,True,True
facebookresearch/mobile-vision,251,46,32029,226,0,0,0,0,0,1,50,1643,2.57,7,2,True,True,False,920,168,920,29,Python,1669,2789.64,9.94,72.0,Good,True,True
233stone/vocotype-cli,22,3,86721,15,0,0,0,0,0,10,45,85,3.91,3,2,True,True,True,919,112,919,34,Python,9319,321.01,2.13,78.75,Good,True,True
dpguthrie/yahooquery,64,13,55336,17,0,1,2,0,0,1,80,218,2.76,9,2,True,False,True,919,166,919,81,Python,10084,2452.4,4.5,77.0,Good,True,True
MontaEllis/Pytorch-Medical-Segmentation,29,4,4692,25,0,0,0,0,0,1,60,237,2.35,2,2,True,True,True,919,198,919,11,Python,76,2060.23,14.85,83.5,Good,True,True
TetherIA/aero-hand-open,322,89,4411961,54,0,0,0,0,4,2,90,167,2.92,10,3,True,True,True,919,141,919,2,Python,328156,326.52,0.77,88.5,Excellent,True,True
python-social-auth/social-core,376,11,36133,351,0,0,0,0,0,0,55,2648,1.73,7,1,True,True,True,919,577,919,57,Python,5134,3653.77,0.84,75.25,Good,True,True
JetsonHacksNano/CSI-Camera,9,2,690,3,0,0,0,0,1,1,60,14,2.86,3,2,True,True,True,919,300,919,27,Python,48,2709.31,18.03,83.5,Good,True,True
Cue/scales,32,3,3633,21,0,0,0,0,0,1,90,300,2.15,5,1,True,True,True,919,70,919,16,Python,137,5458.56,76.76,87.5,Excellent,True,True
ghealer/GUI_Tools,8,1,4159,3,0,0,0,0,0,1,35,73,1.03,3,1,True,False,False,918,153,918,3,Python,605,1818.83,0.29,60.25,Moderate,True,True
IBM/differential-privacy-library,144,16,21583,104,0,0,0,0,0,1,70,1245,1.8,5,3,True,False,True,919,209,919,12,Python,2463,2629.85,9.25,75.0,Good,True,True
erichard/SublimePHPCompanion,29,5,1045,16,0,0,0,0,0,0,55,53,3.17,5,1,True,True,False,919,110,919,14,Python,162,4918.35,5.1,62.25,Moderate,True,True
YyzHarry/imbalanced-regression,69,14,304022,41,0,0,0,0,0,3,70,312,3.42,4,3,True,True,True,919,151,919,3,Python,9658,2018.78,10.79,82.0,Good,True,True
FireRedTeam/FireRedTTS,50,17,30056,38,0,0,0,0,0,11,70,432,2.81,4,2,True,True,True,919,87,919,37,Python,3529,745.12,4.86,82.5,Good,True,True
hyperledger-cello/cello,532,144,98594,153,0,0,171,0,0,84,90,1066,3.76,14,5,True,True,True,918,468,918,19,Python,121994,3518.13,1.37,71.5,Good,True,True
alienhard/SublimeAllAutocomplete,4,0,231,1,0,0,0,0,0,0,70,9,4.89,2,1,True,False,False,918,110,918,16,Python,23,5215.7,8.24,54.0,Needs Improvement,True,True
marcwebbie/passpie,175,18,50296,44,11,11,8,0,0,0,70,488,11.76,9,2,True,True,True,918,65,918,7,Python,3750,4290.39,1.56,65.5,Moderate,True,True
Eric-mingjie/network-slimming,18,3,1957,15,0,0,0,0,0,1,30,62,3.56,2,2,True,True,False,918,214,918,62,Python,24,2978.03,4.04,66.5,Moderate,True,True
mariosemes/PornHub-downloader-python,7,0,1326,2,0,0,0,0,0,5,60,28,3.14,3,1,True,False,False,918,223,918,49,Python,41,2520.56,0.51,61.0,Moderate,True,True
